split,graph_id,contract,source_path,function,interaction_id,score,category,evidence,state_update_before_external_call,state_update_after_external_call,return_value_checked,require_assert_guard_before_call,nonreentrant_modifier,only_owner_or_access_control,callee_user_controlled,trusted_or_fixed_callee,safe_erc20_wrapper,delegatecall_target_fixed,delegatecall_target_user_controlled,try_catch_presence,contract_many_risky_interactions,contract_modifier_access_summary,contract_inheritance_modifier_summary
train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::WBNB,WBNB,DAppSCAN-source/contracts/PeckShield-BabySwap/code/baby-swap-contract-cac289bf978d969c95721c2adb9f199cee72ffa6/contracts/token/WBNB.sol,withdraw,i:withdraw,0.8159536010144213,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::WETH9,WETH9,DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607/source/tokens/contracts/WETH9.sol,withdraw,i:withdraw,0.8159536010144213,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::MigratableFarmBSC_FRAX_FXS,MigratableFarmBSC_FRAX_FXS,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/__BSC/Staking/Variants/MigratableFarmBSC_FRAX_FXS.sol,_stake,i:_stake,0.8155536194597438,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::MigratableFarmBSC,MigratableFarmBSC,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e/contracts/__BSC/Staking/MigratableFarmBSC.sol,_stake,i:_stake,0.8155528125108967,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-88mph/88mph-contracts-76cd9d1fc45e65f5d0f686621fe6af85c40aa140::AaveMarket,AaveMarket,DAppSCAN-source/contracts/Trail_of_Bits-88mph/88mph-contracts-76cd9d1fc45e65f5d0f686621fe6af85c40aa140/contracts/moneymarkets/aave/AaveMarket.sol,deposit,i:deposit,0.81465771819356,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c::CTokenCollateral,CTokenCollateral,DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c/spec/certora/contracts/CTokenCollateral.sol,liquidateBorrowInternal,i:liquidateBorrowInternal,0.8146544422671712,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402::Fliquidator,Fliquidator,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/Fliquidator.sol,batchLiquidate,i:batchLiquidate,0.9847546359032936,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeV2,ExchangeV2,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/exchange/ExchangeV2.sol,_initializeStaking,i:_initializeStaking,0.9818597053142305,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::CreditManager,CreditManager,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditManager.sol,openCreditAccount,i:openCreditAccount,0.9794524906369877,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Exchange,Exchange,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/exchange/Exchange.sol,_buy,i:_buy,0.9787942113594686,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
val,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Exchange,Exchange,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/exchange/Exchange.sol,deposit,i:deposit,0.978794201462185,safe ERC20 wrapper,SafeERC20-style method detected,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
val,DAPP::DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82::Crossroad,Crossroad,DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82/contracts/Crossroad.sol,cancelOrder,i:cancelOrder,0.9785034815241731,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::RebalancingSetExchangeIssuanceModule,RebalancingSetExchangeIssuanceModule,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules/RebalancingSetExchangeIssuanceModule.sol,validateRedeemInputs,i:validateRedeemInputs,0.9759942874718133,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
val,FORGE::vfp_00001::AutonomousAgentDeployer,AutonomousAgentDeployer,AutonomousAgentDeployer.sol,swapExactSPECForTokens,i:swapExactSPECForTokens,0.9748777665229649,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::Core,Core,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/Core.sol,removeFactory,i:removeFactory,0.9731879627186301,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::CoreAccounting,CoreAccounting,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/extensions/CoreAccounting.sol,deposit,i:deposit,0.9731879627186301,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402::Flasher,Flasher,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/flashloans/Flasher.sol,executeOperation,i:executeOperation,0.9730956367902479,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::FlashBorrower,FlashBorrower,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/mocks/FlashBorrower.sol,onFlashLoan,i:onFlashLoan,0.9700907982525714,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::MakerImportModule,MakerImportModule,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/modules/MakerImportModule.sol,_importCdpPosition,i:_importCdpPosition,0.9681260583166184,trusted/fixed callee,callee receiver appears fixed/trusted,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::AccountMining,AccountMining,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/AccountMining.sol,claim,i:claim,0.9675840896541997,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::RebalancingSetToken,RebalancingSetToken,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/tokens/RebalancingSetToken.sol,settleRebalance,i:settleRebalance,0.9644909347500703,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::CreditFilter,CreditFilter,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/credit/CreditFilter.sol,pause,i:pause,0.9599913941369538,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402::Controller,Controller,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/Controller.sol,doRefinancing,i:doRefinancing,0.9599089716946723,other recurring pattern,no stronger taxonomy signal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::Exchange,Exchange,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/exchange/Exchange.sol,matchOrders,i:matchOrders,0.9555043363147943,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::Position,Position,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/perpetual/Position.sol,_withdraw,i:_withdraw,0.9541721382728344,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::TestPosition,TestPosition,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/test/TestPosition.sol,_withdraw,i:_withdraw,0.9541721382728344,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::PrimaryMarket,PrimaryMarket,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/fund/PrimaryMarket.sol,settle,i:settle,0.9524703594396333,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::LiquidityPoolV1Converter,LiquidityPoolV1Converter,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/converter/types/liquidity-pool-v1/LiquidityPoolV1Converter.sol,withdrawETH,i:withdrawETH,0.9492667180092673,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestLiquidityPoolV1Converter,TestLiquidityPoolV1Converter,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/helpers/TestLiquidityPoolV1Converter.sol,withdrawETH,i:withdrawETH,0.9492476428483887,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::RebalanceAuctionModule,RebalanceAuctionModule,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules/RebalanceAuctionModule.sol,withdrawFromFailedRebalance,i:withdrawFromFailedRebalance,0.9489758364530887,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::Collateral,Collateral,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/perpetual/Collateral.sol,_withdraw,i:_withdraw,0.9486122611306339,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::TestCollateral,TestCollateral,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/test/TestCollateral.sol,_withdraw,i:_withdraw,0.9486122611306339,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::ExchangeIssuanceModule,ExchangeIssuanceModule,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules/ExchangeIssuanceModule.sol,validateExchangeIssuanceParams,i:validateExchangeIssuanceParams,0.9429668763803142,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::VestingEscrow,VestingEscrow,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/governance/VestingEscrow.sol,initialize,i:initialize,0.9397838208109293,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
val,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::Perpetual,Perpetual,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/perpetual/Perpetual.sol,_withdraw,i:_withdraw,0.9373054423330136,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::TestPerpetual,TestPerpetual,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/test/TestPerpetual.sol,_withdraw,i:_withdraw,0.9373054423330136,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-OriginDollar/origin-dollar-81431fd3b2aa4c518ffc389844f9708c00b516f0::ThreePoolStrategy,ThreePoolStrategy,DAppSCAN-source/contracts/Trail_of_Bits-OriginDollar/origin-dollar-81431fd3b2aa4c518ffc389844f9708c00b516f0/contracts/contracts/strategies/ThreePoolStrategy.sol,withdraw,i:withdraw,0.9358701490191655,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::CoreIssuance,CoreIssuance,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/extensions/CoreIssuance.sol,redeemAndWithdrawTo,i:redeemAndWithdrawTo,0.9351457688899972,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::PrimaryMarket,PrimaryMarket,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/fund/PrimaryMarket.sol,settle,i:settle,0.9345429577932879,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::ZeroExExchangeWrapper,ZeroExExchangeWrapper,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/exchange-wrappers/ZeroExExchangeWrapper.sol,exchange,i:exchange,0.9326958872686587,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::UserProxy,UserProxy,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/UserProxy.sol,mint,i:mint,0.932418522136393,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::TestUserProxy,TestUserProxy,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/test/TestUserProxy.sol,mint,i:mint,0.932418522136393,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::CoreModuleInteraction,CoreModuleInteraction,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/extensions/CoreModuleInteraction.sol,batchIncrementTokenOwnerModule,i:batchIncrementTokenOwnerModule,0.9304154178318076,possible mislabeled negative,high score without detected safety signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::VotingEscrow,VotingEscrow,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/governance/VotingEscrow.sol,createLock,i:createLock,0.9296902904606867,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::GFSBonus,GFSBonus,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFSBonus.sol,withdraw,i:withdraw,0.9250694970369738,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::DFSExchangeCore,DFSExchangeCore,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/exchangeV3/DFSExchangeCore.sol,onChainSwap,i:onChainSwap,0.9248694171298671,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
val,DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::DFSExchange,DFSExchange,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/exchangeV3/DFSExchange.sol,onChainSwap,i:onChainSwap,0.9248694171298671,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
