review_priority,contract_id,source_path,function_name,source_span,predicted_score,current_label,vulnerability_type,detected_safety_features,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,interaction_id,category,evidence,safety_feature_count
top50_highest_score,DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::TestPosition,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/test/TestPosition.sol,_withdraw,DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92/contracts/test/TestPosition.sol#L67-L87,0.9541721382728344,0,,require_assert_guard_before_call|callee_user_controlled|trusted_or_fixed_callee|safe_erc20_wrapper|contract_many_risky_interactions,L18: guy.transfer(rawAmount);,L7: cashBalances[guy].appliedBalance = cashBalances[guy].appliedBalance.sub(wadAmount);,"L2: require(wadAmount > 0, ""negtive amount"");","11:             );\n12:         }\n13:         cashBalances[guy].balance = cashBalances[guy].balance.sub(wadAmount);\n14:         uint256 rawAmount = toCollateral(wadAmount);\n15:         if (isTokenizedCollateral()) {\n16:             IERC20(collateral).safeTransfer(guy, rawAmount);\n17:         } else {\n18:             guy.transfer(rawAmount);\n19:         }\n20:         emit Withdraw(guy, wadAmount, cashBalances[guy].balance, cashBalances[guy].appliedBalance);\n21:     }",i:_withdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,5
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::Witch,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Witch.sol,auction,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Witch.sol#L78-L89,0.8963065395865271,0,,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L5: DataTypes.Vault memory vault = cauldron.vaults(vaultId);,"L4: require (auctions[vaultId].start == 0, ""Vault already under auction"");","1: function auction(bytes12 vaultId)\n2:         external\n3:     {\n4:         require (auctions[vaultId].start == 0, ""Vault already under auction"");\n5:         DataTypes.Vault memory vault = cauldron.vaults(vaultId);\n6:         auctions[vaultId] = Auction({\n7:             owner: vault.owner,\n8:             start: block.timestamp.u32()\n9:         });\n10:         cauldron.grab(vaultId, address(this));\n11:         emit Auctioned(vaultId, block.timestamp.u32());\n12:     }",i:auction,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::Wand,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Wand.sol,addAsset,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Wand.sol#L70-L85,0.8834620318489178,0,,require_assert_guard_before_call|callee_user_controlled,,L8: AccessControl join = AccessControl(joinFactory.createJoin(asset));  // We need the access control methods of Join,"L6: require (address(asset) != address(0), ""Asset required"");","1: function addAsset(\n2:         bytes6 assetId,\n3:         address asset\n4:     ) external auth {\n5:         // Add asset to cauldron, deploy new Join, and add it to the ladle\n6:         require (address(asset) != address(0), ""Asset required"");\n7:         cauldron.addAsset(assetId, asset);\n8:         AccessControl join = AccessControl(joinFactory.createJoin(asset));  // We need the access control methods of Join\n9:         bytes4[] memory sigs = new bytes4[](2);\n10:         sigs[0] = JOIN;\n11:         sigs[1] = EXIT;\n12:         join.grantRoles(sigs, address(ladle));\n13:         join.grantRole(ROOT, msg.sender);\n14:         // join.renounceRole(ROOT, address(this));  // Wand requires ongoing rights to set up permissions to joins",i:addAsset,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::NFTokenMetadata,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token-metadata.sol,_safeTransferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token-metadata.sol#L377-L401,0.8713324860672286,0,,require_assert_guard_before_call|callee_user_controlled,,L7: address tokenOwner = idToOwner[_tokenId];,"L8: require(tokenOwner == _from, NOT_OWNER);","1: function _safeTransferFrom(\n2:         address _from,\n3:         address _to,\n4:         uint256 _tokenId,\n5:         bytes memory _data\n6:     ) private canTransfer(_tokenId) validNFToken(_tokenId) {\n7:         address tokenOwner = idToOwner[_tokenId];\n8:         require(tokenOwner == _from, NOT_OWNER);\n9:         require(_to != address(0), ZERO_ADDRESS);\n10: \n11:         _transfer(_to, _tokenId);\n12: \n13:         if (_to.isContract()) {\n14:             bytes4 retval = ERC721TokenReceiver(_to).onERC721Received(",i:_safeTransferFrom,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::NFToken,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token.sol,_safeTransferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token.sol#L377-L401,0.8713324860672286,0,,require_assert_guard_before_call|callee_user_controlled,,L7: address tokenOwner = idToOwner[_tokenId];,"L8: require(tokenOwner == _from, NOT_OWNER);","1: function _safeTransferFrom(\n2:         address _from,\n3:         address _to,\n4:         uint256 _tokenId,\n5:         bytes memory _data\n6:     ) private canTransfer(_tokenId) validNFToken(_tokenId) {\n7:         address tokenOwner = idToOwner[_tokenId];\n8:         require(tokenOwner == _from, NOT_OWNER);\n9:         require(_to != address(0), ZERO_ADDRESS);\n10: \n11:         _transfer(_to, _tokenId);\n12: \n13:         if (_to.isContract()) {\n14:             bytes4 retval = ERC721TokenReceiver(_to).onERC721Received(",i:_safeTransferFrom,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::NFTokenEnumerable,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token-enumerable.sol,_safeTransferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/gfc/tokens/nf-token-enumerable.sol#L377-L401,0.8713324860672286,0,,require_assert_guard_before_call|callee_user_controlled,,L7: address tokenOwner = idToOwner[_tokenId];,"L8: require(tokenOwner == _from, NOT_OWNER);","1: function _safeTransferFrom(\n2:         address _from,\n3:         address _to,\n4:         uint256 _tokenId,\n5:         bytes memory _data\n6:     ) private canTransfer(_tokenId) validNFToken(_tokenId) {\n7:         address tokenOwner = idToOwner[_tokenId];\n8:         require(tokenOwner == _from, NOT_OWNER);\n9:         require(_to != address(0), ZERO_ADDRESS);\n10: \n11:         _transfer(_to, _tokenId);\n12: \n13:         if (_to.isContract()) {\n14:             bytes4 retval = ERC721TokenReceiver(_to).onERC721Received(",i:_safeTransferFrom,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::ChainlinkMultiOracle,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/chainlink/ChainlinkMultiOracle.sol,_peek,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/chainlink/ChainlinkMultiOracle.sol#L78-L98,0.8385363925996346,0,,require_assert_guard_before_call|callee_user_controlled,,L8: Source memory source = sources[baseId][quoteId];,"L9: require (source.source != address(0), ""Source not found"");","1: function _peek(bytes6 baseId, bytes6 quoteId, uint256 amountBase)\n2:         private view\n3:         returns (uint amountQuote, uint updateTime)\n4:     {\n5:         int price;\n6:         uint80 roundId;\n7:         uint80 answeredInRound;\n8:         Source memory source = sources[baseId][quoteId];\n9:         require (source.source != address(0), ""Source not found"");\n10:         (roundId, price,, updateTime, answeredInRound) = AggregatorV3Interface(source.source).latestRoundData();\n11:         require(price > 0, ""Chainlink price <= 0"");\n12:         require(updateTime != 0, ""Incomplete round"");\n13:         require(answeredInRound >= roundId, ""Stale price"");\n14:         if (source.inverse == true) {",i:_peek,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d::LidoOracle,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d/contracts/0.4.24/oracle/LidoOracle.sol,reportBeacon,DAppSCAN-source/contracts/QuillAudits-Lido-WstETH/lido-dao-ea6fa222004b88e6a24b566a51e5b56b0079272d/contracts/0.4.24/oracle/LidoOracle.sol#L425-L468,0.8344422638854792,0,,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L2: BeaconSpec memory beaconSpec = _getBeaconSpec();,"L4: require(_epochId >= expectedEpoch, ""EPOCH_IS_TOO_OLD"");","1: function reportBeacon(uint256 _epochId, uint64 _beaconBalance, uint32 _beaconValidators) external {\n2:         BeaconSpec memory beaconSpec = _getBeaconSpec();\n3:         uint256 expectedEpoch = EXPECTED_EPOCH_ID_POSITION.getStorageUint256();\n4:         require(_epochId >= expectedEpoch, ""EPOCH_IS_TOO_OLD"");\n5: \n6:         // if expected epoch has advanced, check that this is the first epoch of the current frame\n7:         // and clear the last unsuccessful reporting\n8:         if (_epochId > expectedEpoch) {\n9:             require(_epochId == _getFrameFirstEpochId(_getCurrentEpochId(beaconSpec), beaconSpec), ""UNEXPECTED_EPOCH"");\n10:             _clearReportingAndAdvanceTo(_epochId);\n11:         }\n12: \n13:         uint128 beaconBalanceEth1 = DENOMINATION_OFFSET * uint128(_beaconBalance);\n14:         emit BeaconReported(_epochId, beaconBalanceEth1, _beaconValidators, msg.sender);",i:reportBeacon,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::GeneralPoolsBalance,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/balances/GeneralPoolsBalance.sol,_registerGeneralPoolTokens,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/balances/GeneralPoolsBalance.sol#L45-L55,0.8207542049644575,0,,require_assert_guard_before_call|contract_inheritance_modifier_summary,,L2: EnumerableMap.IERC20ToBytes32Map storage poolBalances = _generalPoolsBalances[poolId];,"L6: require(token != IERC20(0), ""ZERO_ADDRESS_TOKEN"");","1: function _registerGeneralPoolTokens(bytes32 poolId, IERC20[] memory tokens) internal {\n2:         EnumerableMap.IERC20ToBytes32Map storage poolBalances = _generalPoolsBalances[poolId];\n3: \n4:         for (uint256 i = 0; i < tokens.length; ++i) {\n5:             IERC20 token = tokens[i];\n6:             require(token != IERC20(0), ""ZERO_ADDRESS_TOKEN"");\n7:             bool added = poolBalances.set(token, 0);\n8:             require(added, ""TOKEN_ALREADY_REGISTERED"");\n9:             // No need to delete the balance entries, since they already are zero\n10:         }\n11:     }",i:_registerGeneralPoolTokens,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::MinimalSwapInfoPoolsBalance,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/balances/MinimalSwapInfoPoolsBalance.sol,_registerMinimalSwapInfoPoolTokens,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/vault/balances/MinimalSwapInfoPoolsBalance.sol#L46-L55,0.7974322092769803,0,,require_assert_guard_before_call|callee_user_controlled,,L2: EnumerableSet.AddressSet storage poolTokens = _minimalSwapInfoPoolsTokens[poolId];,"L6: require(token != IERC20(0), ""ZERO_ADDRESS_TOKEN"");","1: function _registerMinimalSwapInfoPoolTokens(bytes32 poolId, IERC20[] memory tokens) internal {\n2:         EnumerableSet.AddressSet storage poolTokens = _minimalSwapInfoPoolsTokens[poolId];\n3: \n4:         for (uint256 i = 0; i < tokens.length; ++i) {\n5:             IERC20 token = tokens[i];\n6:             require(token != IERC20(0), ""ZERO_ADDRESS_TOKEN"");\n7:             bool added = poolTokens.add(address(token));\n8:             require(added, ""TOKEN_ALREADY_REGISTERED"");\n9:         }\n10:     }",i:_registerMinimalSwapInfoPoolTokens,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::CoreFactory,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/extensions/CoreFactory.sol,createSet,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/extensions/CoreFactory.sol#L58-L104,0.7834160469311391,0,,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,,L20: address newSetTokenAddress = ISetFactory(_factory).createSet(,L14: require(,"1: function createSet(\n2:         address _factory,\n3:         address[] calldata _components,\n4:         uint256[] calldata _units,\n5:         uint256 _naturalUnit,\n6:         bytes32 _name,\n7:         bytes32 _symbol,\n8:         bytes calldata _callData\n9:     )\n10:         external\n11:         returns (address)\n12:     {\n13:         // Verify Factory is linked to Core\n14:         require(",i:createSet,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingV2TestWrapper,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/test/StakingV2TestWrapper.sol,_initializeStaking,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/test/StakingV2TestWrapper.sol#L131-L135,0.7723485282452226,0,,state_update_before_external_call|require_assert_guard_before_call,,L3: _checkpointTimestamp = block.timestamp;,L2: require(_checkpointTimestamp == 0);,1: function _initializeStaking() internal {\n2:         require(_checkpointTimestamp == 0);\n3:         _checkpointTimestamp = block.timestamp;\n4:         _rate = IChessSchedule(chessSchedule).getRate(block.timestamp);\n5:     },i:_initializeStaking,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,2
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::InterestRateBallot,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/governance/InterestRateBallot.sol,cast,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/governance/InterestRateBallot.sol#L68-L100,0.7687889004945232,0,,require_assert_guard_before_call,,L4: IVotingEscrow.LockedBalance memory lockedBalance =,"L2: require(option < maxOption, ""Invalid option"");","1: function cast(uint256 option) external {\n2:         require(option < maxOption, ""Invalid option"");\n3: \n4:         IVotingEscrow.LockedBalance memory lockedBalance =\n5:             votingEscrow.getLockedBalance(msg.sender);\n6:         Voter memory voter = voters[msg.sender];\n7:         uint256 weight = getWeight(option);\n8:         require(lockedBalance.amount > 0, ""Zero value"");\n9: \n10:         // update scheduled unlock\n11:         scheduledUnlock[voter.unlockTime] -= voter.amount;\n12:         scheduledUnlock[lockedBalance.unlockTime] += lockedBalance.amount;\n13: \n14:         scheduledWeightedUnlock[voter.unlockTime] -= voter.amount * voter.weight;",i:cast,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::AccountFactory,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/AccountFactory.sol,returnCreditAccount,DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a/contracts/core/AccountFactory.sol#L186-L199,0.7616160700408773,0,,state_update_after_external_call|require_assert_guard_before_call|callee_user_controlled|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L11: _nextCreditAccount[tail] = usedAccount; // T:[AF-7],L6: require(,"1: function returnCreditAccount(address usedAccount)\n2:         external\n3:         override\n4:         creditManagerOnly // T:[AF-12]\n5:     {\n6:         require(\n7:             ICreditAccount(usedAccount).since() != block.number,\n8:             Errors.AF_CANT_CLOSE_CREDIT_ACCOUNT_IN_THE_SAME_BLOCK\n9:         ); // T:[CM-20]\n10: \n11:         _nextCreditAccount[tail] = usedAccount; // T:[AF-7]\n12:         tail = usedAccount; // T:[AF-7]\n13:         emit ReturnCreditAccount(usedAccount); // T:[AF-8]\n14:     }",i:returnCreditAccount,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_most_ambiguous|top50_weak_or_no_safety,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::WETH9,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/test/WETH9.sol,withdraw,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/test/WETH9.sol#L50-L55,0.7568259656869212,0,,require_assert_guard_before_call,L4: msg.sender.transfer(wad);,L3: balanceOf[msg.sender] -= wad;,"L2: require(balanceOf[msg.sender] >= wad, ""INSUFFICIENT_BALANCE"");","1: function withdraw(uint256 wad) public {\n2:         require(balanceOf[msg.sender] >= wad, ""INSUFFICIENT_BALANCE"");\n3:         balanceOf[msg.sender] -= wad;\n4:         msg.sender.transfer(wad);\n5:         emit Withdrawal(msg.sender, wad);\n6:     }",i:withdraw,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,1
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::FlashSale,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/FlashSale.sol,_bidFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/FlashSale.sol#L306-L372,0.744965392892368,0,,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,,L9: Auction storage auction = tokenIdToAuction[_id];,"L6: require(isNowInActivity(), ""not in activity"");","1: function _bidFrom(\n2:         address _buyer,\n3:         uint256 _id,\n4:         uint256 _bidAmount\n5:     ) internal whenNotPaused {\n6:         require(isNowInActivity(), ""not in activity"");\n7: \n8:         // Get a reference to the auction struct\n9:         Auction storage auction = tokenIdToAuction[_id];\n10:         if (!_hasAuctionByInfo(auction)) {\n11:             _updateBidding();\n12:             require(\n13:                 _isBiddingNoCheck(_id),\n14:                 ""FlashSale: target id is not in the bidding""",i:_bidFrom,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::BancorNetwork,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/BancorNetwork.sol,updateRegistry,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/BancorNetwork.sol#L56-L74,0.74434520392669,0,,state_update_after_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L6: IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));,"L3: require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED""); | function updateRegistry() public","1: function updateRegistry() public {\n2:         // verify that this function is permitted\n3:         require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED"");\n4: \n5:         // get the new contract-registry\n6:         IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));\n7: \n8:         // verify that the new contract-registry is different and not zero\n9:         require(newRegistry != registry && address(newRegistry) != address(0), ""ERR_INVALID_REGISTRY"");\n10: \n11:         // verify that the new contract-registry is pointing to a non-zero contract-registry\n12:         require(newRegistry.addressOf(CONTRACT_REGISTRY) != address(0), ""ERR_INVALID_REGISTRY"");\n13: \n14:         // save a backup of the current contract-registry before replacing it",i:updateRegistry,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestBancorNetwork,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/helpers/TestBancorNetwork.sol,updateRegistry,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/helpers/TestBancorNetwork.sol#L56-L74,0.74434520392669,0,,state_update_after_external_call|require_assert_guard_before_call|only_owner_or_access_control|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,,L6: IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));,"L3: require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED""); | function updateRegistry() public","1: function updateRegistry() public {\n2:         // verify that this function is permitted\n3:         require(msg.sender == owner || !onlyOwnerCanUpdateRegistry, ""ERR_ACCESS_DENIED"");\n4: \n5:         // get the new contract-registry\n6:         IContractRegistry newRegistry = IContractRegistry(addressOf(CONTRACT_REGISTRY));\n7: \n8:         // verify that the new contract-registry is different and not zero\n9:         require(newRegistry != registry && address(newRegistry) != address(0), ""ERR_INVALID_REGISTRY"");\n10: \n11:         // verify that the new contract-registry is pointing to a non-zero contract-registry\n12:         require(newRegistry.addressOf(CONTRACT_REGISTRY) != address(0), ""ERR_INVALID_REGISTRY"");\n13: \n14:         // save a backup of the current contract-registry before replacing it",i:updateRegistry,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::Router,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Router.sol,route,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/Router.sol#L21-L30,0.7442357788889946,0,,return_value_checked|require_assert_guard_before_call|only_owner_or_access_control|callee_user_controlled|contract_modifier_access_summary|contract_inheritance_modifier_summary,"L8: (success, result) = target.call(data);",,"L5: require(msg.sender == owner, ""Only owner""); | function route(address target, bytes calldata data)
        external payable
        returns (bytes memory result)","3:         returns (bytes memory result)\n4:     {\n5:         require(msg.sender == owner, ""Only owner"");\n6:         require(target.isContract(), ""Target is not a contract"");\n7:         bool success;\n8:         (success, result) = target.call(data);\n9:         if (!success) revert(RevertMsgExtractor.getRevertMsg(result));\n10:     }",i:route,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,6
top50_most_ambiguous,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::TrancheFactory,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/factories/TrancheFactory.sol,deployTranche,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/factories/TrancheFactory.sol#L38-L92,0.7440449205708042,0,,state_update_before_external_call|state_update_after_external_call|callee_user_controlled,,L5: _tempWpAddress = _wpAddress;,,"1: function deployTranche(uint256 _expiration, address _wpAddress)\n2:         public\n3:         returns (Tranche)\n4:     {\n5:         _tempWpAddress = _wpAddress;\n6:         _tempExpiration = _expiration;\n7: \n8:         IWrappedPosition wpContract = IWrappedPosition(_wpAddress);\n9:         bytes32 salt = keccak256(abi.encodePacked(_wpAddress, _expiration));\n10:         string memory wpSymbol = wpContract.symbol();\n11:         IERC20 underlying = wpContract.token();\n12:         uint8 underlyingDecimals = underlying.decimals();\n13: \n14:         // derive the expected tranche address",i:deployTranche,protected reentrancy-like pattern,external call plus guard/modifier/state-update signal,3
