model,seed,error_type,probability,threshold,graph_id,contract,function,node_id,label,pred,vulnerability_type,scope,external_methods,external_call_count,state_var_count,evidence_pointer
Current HyperVul,44,false_positive,0.6613958477973938,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::TestPancakeSwapCompoundingStrategyToken,TestPancakeSwapCompoundingStrategyToken,test01,i:test01,0,1,,,_getBalance|_getBalance|calcSharesFromAmount|_approveFunds|deposit|_getBalance|_getBalance|_getBalance|calcAmountFromShares|withdraw|_getBalance|_getBalance,12,1,
Current HyperVul,44,false_positive,0.6612507104873657,0.354,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,addMargin,i:addMargin,0,1,,,MarginParams,1,1,
Current HyperVul,44,false_positive,0.6603439450263977,0.354,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::DarkRewardPool,DarkRewardPool,emergencyWithdraw,i:emergencyWithdraw,0,1,,,safeTransfer,1,2,
Current HyperVul,44,false_positive,0.654100775718689,0.354,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactory",MintingFactory,mintToken,i:mintToken,0,1,,,isVerifiedArtist|mintBatchEdition,2,2,
Current HyperVul,44,false_positive,0.6538748145103455,0.354,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLG,OKLG,_swapTokensForEth,i:_swapTokensForEth,0,1,,,WETH|swapExactTokensForETHSupportingFeeOnTransferTokens,2,1,
Current HyperVul,44,false_positive,0.6520358324050903,0.354,FORGE::vfp_00126::HubPool,HubPool,removeLiquidity,i:removeLiquidity,0,1,,,burnFrom|withdraw|safeTransfer,3,2,
Current HyperVul,44,false_positive,0.651423454284668,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::TenBankHall,TenBankHall,withdraw,i:withdraw,0,1,,,withdraw,1,1,
Current HyperVul,44,false_positive,0.648249626159668,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::TestExchange,TestExchange,_testJoinPoolFromInput,i:_testJoinPoolFromInput,0,1,,,getPair|_getBalance|calcJoinPoolFromInput|_getBalance|_getBalance|_approveFunds|joinPoolFromInput|_getBalance|_getBalance,9,1,
Current HyperVul,44,false_positive,0.6475472450256348,0.354,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::ElementBridge,ElementBridge,checkAndStorePoolSpecification,i:checkAndStorePoolSpecification,0,1,,,token|position|underlying|unlockTimestamp|underlying|expiration|getVault|getPoolId|getPool,9,5,
Current HyperVul,44,false_positive,0.6459504961967468,0.354,DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::ElementBridge,ElementBridge,checkAndStorePoolSpecification,i:checkAndStorePoolSpecification,0,1,,,token|position|underlying|unlockTimestamp|underlying|expiration|getVault|getPoolId|getPool,9,5,
Current HyperVul,44,false_positive,0.642977237701416,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,BondData,initialDeposit,i:initialDeposit,0,1,,,initialDepositCb|MonitorEventCallback|balanceOf,3,4,
Current HyperVul,44,false_positive,0.6415615081787109,0.354,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::DarkRewardPool,DarkRewardPool,deposit,i:deposit,0,1,,,balanceOf|safeTransferFrom|balanceOf|safeTransfer|sub|add|add|div|mul,9,3,
Current HyperVul,44,false_positive,0.6389144659042358,0.354,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::Ambix,Ambix,run,i:run,0,1,,,allowance|burnFrom|transfer|allowance|burnFrom|transfer,6,4,
Current HyperVul,44,false_positive,0.6380879282951355,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyMDex,StrategyMDex,addPool,i:addPool,0,1,,,push|sub|checkAddPoolLimit|sub,4,2,
Current HyperVul,44,false_positive,0.6369206309318542,0.354,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::SkyRewardPool,SkyRewardPool,emergencyWithdraw,i:emergencyWithdraw,0,1,,,safeTransfer,1,2,
Current HyperVul,44,false_positive,0.6343578696250916,0.354,FORGE::vfp_00126::HubPool,HubPool,disputeRootBundle,i:disputeRootBundle,0,1,,,safeIncreaseAllowance|requestAndProposePriceFor|safeApprove|safeTransferFrom|safeIncreaseAllowance|disputePriceFor,6,5,
Current HyperVul,44,false_positive,0.6328089833259583,0.354,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SecondaryMarketplace",KODAV3SecondaryMarketplace,rejectTokenBid,i:rejectTokenBid,0,1,,,ownerOf,1,2,
Current HyperVul,44,false_positive,0.6310532689094543,0.354,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::EchidnaProxy,EchidnaProxy,withdrawLUSDPrx,i:withdrawLUSDPrx,0,1,,,withdrawLUSD,1,1,
Current HyperVul,44,false_positive,0.6262491941452026,0.354,FORGE::vfp_00126::HubPool,HubPool,executeRootBundle,i:executeRootBundle,0,1,,,delegatecall|safeTransfer,2,3,
Current HyperVul,44,false_positive,0.6241670846939087,0.354,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::DutchAuction,DutchAuction,setup,i:setup,0,1,,,balanceOf,1,5,
Current HyperVul,44,false_positive,0.6228416562080383,0.354,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::DutchAuction,DutchAuction,claimTokens,i:claimTokens,0,1,,,transfer,1,3,
Current HyperVul,44,false_positive,0.6221895217895508,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,BondData,withdrawPrincipal,i:withdrawPrincipal,0,1,,,withdrawPrincipalCb|MonitorEventCallback|balanceOf,3,4,
Current HyperVul,44,false_positive,0.6210798025131226,0.354,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLetsApe,OKLetsApe,mint,i:mint,0,1,,,increment|current|increment|current,4,8,
Current HyperVul,44,false_positive,0.619941771030426,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombR,PowerBombR,claimReward,i:claimReward,0,1,,,safeTransfer|safeTransfer,2,6,
Current HyperVul,44,false_positive,0.6157116889953613,0.354,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::CollabFundsReceiver",CollabFundsReceiver,drainShare,i:drainShare,0,1,,,call,1,5,
Current HyperVul,44,false_positive,0.6148216128349304,0.354,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGFaaSToken,OKLGFaaSToken,emergencyUnstake,i:emergencyUnstake,0,1,,,transferFrom|transfer,2,5,
Current HyperVul,44,false_positive,0.6122793555259705,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyMDex,StrategyMDex,_emergencyWithdraw,i:_emergencyWithdraw,0,1,,,safeSub|safeSub|safeSub|transferFromAllToken,4,3,
Current HyperVul,44,false_positive,0.611106812953949,0.354,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3PrimaryMarketplace",KODAV3PrimaryMarketplace,_handleEditionSaleFunds,i:_handleEditionSaleFunds,0,1,,,call|call,2,5,
Current HyperVul,44,false_positive,0.6080561876296997,0.354,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::TroveManager,TroveManager,batchLiquidateTroves,i:batchLiquidateTroves,0,1,,,getPrice|getTotalLUSDDeposits|offset|add|sub|sub|sub,7,2,
Current HyperVul,44,false_positive,0.5996913909912109,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyMDex,StrategyMDex,makeLiquidityAndDepositByAmount,i:makeLiquidityAndDepositByAmount,0,1,,,balanceOf|addLiquidity|balanceOf,3,2,
Current HyperVul,44,false_positive,0.5967430472373962,0.354,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactory",MintingFactory,mintBatchEditionAndComposeERC20s,i:mintBatchEditionAndComposeERC20s,0,1,,,isVerifiedArtist|mintBatchEditionAndComposeERC20s,2,2,
Current HyperVul,44,false_positive,0.591934859752655,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::TestExchange,TestExchange,_testConvertFundsFromInput,i:_testConvertFundsFromInput,0,1,,,_getBalance|calcConversionFromInput|_getBalance|_getBalance|_approveFunds|convertFundsFromInput|_getBalance|_getBalance,8,1,
Current HyperVul,44,false_positive,0.5918344855308533,0.354,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::TokenRoyaltiesRegistry",TokenRoyaltiesRegistry,confirm,i:confirm,0,1,,,clone|init,2,5,
Current HyperVul,44,false_positive,0.5783675312995911,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve,PowerBombAvaxCurve,withdraw,i:withdraw,0,1,,,withdraw|remove_liquidity_one_coin|balanceOf|safeTransfer,4,9,
Current HyperVul,44,false_positive,0.5783376693725586,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve33,PowerBombAvaxCurve33,withdraw,i:withdraw,0,1,,,withdraw|remove_liquidity_one_coin|balanceOf|safeTransfer,4,9,
Current HyperVul,44,false_positive,0.570223867893219,0.354,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::LiabilityFactory,LiabilityFactory,createLighthouse,i:createLighthouse,0,1,,,resolver|setSubnodeOwner|resolver|setResolver|setAddr,5,3,
Current HyperVul,44,false_positive,0.5618852376937866,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyMDex,StrategyMDex,deposit,i:deposit,0,1,,,checkSlippageLimit|checkBorrowLimit|makeDepositFee|checkDepositLimit|transferFromAllToken|add|add|add|add|add|onAcionIn,11,4,
Current HyperVul,44,false_positive,0.5586826205253601,0.354,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::StabilityPool,StabilityPool,_sendETHGainToDepositor,i:_sendETHGainToDepositor,0,1,,,call,1,1,
Current HyperVul,44,false_positive,0.5581842064857483,0.354,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,withdraw,i:withdraw,0,1,,,LendParams|unlock,2,3,
Current HyperVul,44,false_positive,0.5547665357589722,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombOneCurve,PowerBombOneCurve,withdraw,i:withdraw,0,1,,,withdraw|remove_liquidity_one_coin|balanceOf|safeTransfer,4,9,
Current HyperVul,44,false_positive,0.5436164736747742,0.354,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::KetherNFTLoaner,KetherNFTLoaner,removePlot,i:removePlot,0,1,,,call|transferFrom,2,3,
Current HyperVul,44,false_positive,0.543031632900238,0.354,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::DarkRewardPool,DarkRewardPool,withdraw,i:withdraw,0,1,,,sub|safeTransfer|div|mul,4,2,
Current HyperVul,44,false_positive,0.5248949527740479,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,BondData,deposit,i:deposit,0,1,,,depositCb|MonitorEventCallback|balanceOf,3,4,
Current HyperVul,44,false_positive,0.5246784687042236,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Graph,Graph,processUnstake,i:processUnstake,0,1,,,processUnlocks|delegationPools|undelegate,3,3,
Current HyperVul,44,false_positive,0.522365927696228,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::AutoFarmCompoundingStrategyToken,AutoFarmCompoundingStrategyToken,gulp,i:gulp,0,1,,,_getBalance|_pushFunds|_getBalance|_approveFunds|convertFundsFromInput|_getBalance|_approveFunds|deposit|_getBalance|_approveFunds|add_liquidity|_approveFunds|joinPoolFromInput|_getBalance,14,10,
Current HyperVul,44,false_positive,0.5222848653793335,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::PancakeSwapCompoundingStrategyToken,PancakeSwapCompoundingStrategyToken,_deposit,i:_deposit,0,1,,,_approveFunds|enterStaking|deposit,3,3,
Current HyperVul,44,false_positive,0.5222848653793335,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::PancakeSwapFeeCollector,PancakeSwapFeeCollector,_deposit,i:_deposit,0,1,,,_approveFunds|enterStaking|deposit,3,3,
Current HyperVul,44,false_positive,0.509198009967804,0.354,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::EchidnaProxy,EchidnaProxy,withdrawCollPrx,i:withdrawCollPrx,0,1,,,withdrawColl,1,1,
Current HyperVul,44,false_positive,0.5086988806724548,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::BondData,BondData,liquidate,i:liquidate,0,1,,,liquidateCb|MonitorEventCallback|balanceOf|balanceOf,4,5,
Current HyperVul,44,false_positive,0.5035239458084106,0.354,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::OneYearLockupContract,OneYearLockupContract,withdrawLQTY,i:withdrawLQTY,0,1,,,balanceOf|transfer,2,3,
Current HyperVul,44,false_positive,0.5014467239379883,0.354,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::KetherNFTLoaner,KetherNFTLoaner,_publish,i:_publish,0,1,,,publish,1,1,
Current HyperVul,44,false_positive,0.5013783574104309,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::StrategyMDex,StrategyMDex,depositLPToken,i:depositLPToken,0,1,,,balanceOf|removeLiquidity,2,2,
Current HyperVul,44,false_positive,0.49992984533309937,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Livepeer,Livepeer,_unstake,i:_unstake,0,1,,,pendingStake|unbond|unlock,3,5,
Current HyperVul,44,false_positive,0.4896124303340912,0.354,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,BorrowerOperations,openTrove,i:openTrove,0,1,,,getPrice|decayBaseRateFromBorrowing|getBorrowingFee|_computeCR|setTroveStatus|increaseTroveColl|increaseTroveDebt|updateTroveRewardSnapshots|updateStakeAndTotalStakes|insert|addTroveOwnerToArray|mint|increaseF_LUSD,13,8,
Current HyperVul,44,false_positive,0.487317830324173,0.354,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::StateChannelModule,StateChannelModule,checkHash,i:checkHash,0,1,,,getThreshold|isOwner,2,1,
Current HyperVul,44,false_positive,0.48589375615119934,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::TestPancakeSwapFeeCollector,TestPancakeSwapFeeCollector,test01,i:test01,0,1,,,_pushFunds|pendingDeposit|gulp|pendingDeposit,4,1,
Current HyperVul,44,false_positive,0.48058900237083435,0.354,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactory",MintingFactory,mintTokenAsProxy,i:mintTokenAsProxy,0,1,,,isVerifiedArtistProxy|mintBatchEdition,2,2,
Current HyperVul,44,false_positive,0.4800693392753601,0.354,DAPP::DAppSCAN-source/contracts/SlowMist-ForTube2.0 Smart Contract Security Audit Report/bond-854527d0ea7ad2ddd3504b4d4ae3fcb57cb6445d::ACL,ACL,multiSigSetACLs,i:multiSigSetACLs,0,1,,,setACL,1,1,
Current HyperVul,44,false_positive,0.47823628783226013,0.354,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGFaaS,OKLGFaaS,createNewTokenContract,i:createNewTokenContract,0,1,,,transferFrom|transfer|updateSupply,3,3,
Current HyperVul,44,false_positive,0.47537559270858765,0.354,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::DarkRewardPool,DarkRewardPool,updatePool,i:updatePool,0,1,,,balanceOf|add,2,3,
Current HyperVul,44,false_positive,0.4744514524936676,0.354,FORGE::vfp_00058::BasePositionManager,BasePositionManager,_mintPosition,i:_mintPosition,0,1,,,toId,1,3,
Current HyperVul,44,false_positive,0.4744514524936676,0.354,FORGE::vfp_00058::LikwidLendPosition,LikwidLendPosition,_mintPosition,i:_mintPosition,0,1,,,toId,1,3,
Current HyperVul,44,false_positive,0.4744514524936676,0.354,FORGE::vfp_00058::LikwidPairPosition,LikwidPairPosition,_mintPosition,i:_mintPosition,0,1,,,toId,1,3,
Current HyperVul,44,false_positive,0.4744514524936676,0.354,FORGE::vfp_00058::LikwidMarginPosition,LikwidMarginPosition,_mintPosition,i:_mintPosition,0,1,,,toId,1,3,
Current HyperVul,44,false_positive,0.47409218549728394,0.354,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactory",MintingFactory,mintBatchEditionAndComposeERC20sAsProxy,i:mintBatchEditionAndComposeERC20sAsProxy,0,1,,,isVerifiedArtistProxy|mintBatchEditionAndComposeERC20s,2,2,
Current HyperVul,44,false_positive,0.47123944759368896,0.354,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::EchidnaProxy,EchidnaProxy,addCollPrx,i:addCollPrx,0,1,,,addColl,1,1,
Current HyperVul,44,false_positive,0.46845898032188416,0.354,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLG,OKLG,claimETHRewards,i:claimETHRewards,0,1,,,call,1,2,
Current HyperVul,44,false_positive,0.4657769799232483,0.354,FORGE::vfp_00126::SpokePool,SpokePool,executeSlowRelayLeaf,i:executeSlowRelayLeaf,0,1,,,toAddress,1,2,
Current HyperVul,44,false_positive,0.46505334973335266,0.354,DAPP::DAppSCAN-source/contracts/Solidity_Finance-OKLG - Smart Contract/contracts-e167d0d742d21bcc62d7a5b770a1f0ed1cf31eca::OKLGAtomicSwap,OKLGAtomicSwap,createNewAtomicSwapContract,i:createNewAtomicSwapContract,0,1,,,call|transferFrom|transferOwnership|push,4,5,
Current HyperVul,44,false_positive,0.4647151231765747,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::PancakeSwapCompoundingStrategyToken,PancakeSwapCompoundingStrategyToken,_withdraw,i:_withdraw,0,1,,,leaveStaking|withdraw,2,2,
Current HyperVul,44,false_positive,0.4647151231765747,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::PancakeSwapFeeCollector,PancakeSwapFeeCollector,_withdraw,i:_withdraw,0,1,,,leaveStaking|withdraw,2,2,
Current HyperVul,44,false_positive,0.4623233675956726,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::TestSwapReturnValues,TestSwapReturnValues,test_removeLiquidity,i:test_removeLiquidity,0,1,,,balanceOf|getToken0|balanceOf|getToken1|removeLiquidity|balanceOf|getToken0|balanceOf|getToken1,9,3,
Current HyperVul,44,false_positive,0.4532608389854431,0.354,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",MintingFactoryV2,mintBatchEditionGatedAndPublicAsProxy,i:mintBatchEditionGatedAndPublicAsProxy,0,1,,,isVerifiedArtistProxy|mintBatchEdition|createSale,3,3,
Current HyperVul,44,false_positive,0.4528675079345703,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::TestAutoFarmFeeCollectorAdapter,TestAutoFarmFeeCollectorAdapter,test01,i:test01,0,1,,,_pushFunds|pendingSource|pendingTarget|gulp|pendingSource,5,1,
Current HyperVul,44,false_positive,0.4511256814002991,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Audius,Audius,claimRewards,i:claimRewards,0,1,,,balanceOf,1,2,
Current HyperVul,44,false_positive,0.4511256814002991,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Matic,Matic,claimRewards,i:claimRewards,0,1,,,balanceOf,1,2,
Current HyperVul,44,false_positive,0.4511256814002991,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Livepeer,Livepeer,claimRewards,i:claimRewards,0,1,,,balanceOf,1,2,
Current HyperVul,44,false_positive,0.4511256814002991,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Graph,Graph,claimRewards,i:claimRewards,0,1,,,balanceOf,1,2,
Current HyperVul,44,false_positive,0.4510985016822815,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Tenderizer,Tenderizer,claimRewards,i:claimRewards,0,1,,,balanceOf,1,2,
Current HyperVul,44,false_positive,0.4399697780609131,0.354,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::StabilityPool,StabilityPool,withdrawETHGainToTrove,i:withdrawETHGainToTrove,0,1,,,moveETHGainToTrove,1,3,
Current HyperVul,44,false_positive,0.4352859556674957,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Matic,Matic,_processNewStake,i:_processNewStake,0,1,,,balanceOf|percOf|percOf,3,6,
Current HyperVul,44,false_positive,0.4352859556674957,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Livepeer,Livepeer,_processNewStake,i:_processNewStake,0,1,,,balanceOf|percOf|percOf,3,6,
Current HyperVul,44,false_positive,0.43520140647888184,0.354,DAPP::DAppSCAN-source/contracts/Hacken-Tenderize/tender-core-1fd606141625171fe792045ae9233890262d2d62::Tenderizer,Tenderizer,_processNewStake,i:_processNewStake,0,1,,,balanceOf|percOf|percOf,3,6,
Current HyperVul,44,false_positive,0.42416346073150635,0.354,FORGE::vfp_00126::SpokePool,SpokePool,_deposit,i:_deposit,0,1,,,deposit|safeTransferFrom,2,5,
Current HyperVul,44,false_positive,0.4235410690307617,0.354,DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58::GuildBank,GuildBank,withdraw,i:withdraw,0,1,,,div|mul|balanceOf|transfer,4,1,
Current HyperVul,44,false_positive,0.42027413845062256,0.354,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::TestPantherSwapBuybackAdapter,TestPantherSwapBuybackAdapter,test01,i:test01,0,1,,,_pushFunds|_getBalance|pendingSource|pendingTarget|gulp|pendingSource,6,1,
