split,graph_id,dataset,source,project,contract,source_file,contract_label,n_pos,n_neg,interaction_count,vulnerability_types,scopes,primary_line_span,normalized_contract_hash,contract_signature_hash,function_hashes,family_key
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::CoreAdmin,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,CoreAdmin,,0,0,10,10,,,,bf22795b4ec8f98bd215822b57ab78265f0adb991deb2bae5a8d781a71a3b284,bf22795b4ec8f98bd215822b57ab78265f0adb991deb2bae5a8d781a71a3b284,0ff98841f838204621756f611107f0a97435c49700181307ae1b1193a873bd91|45b5ad86ed97165504179b9fb58468b60ca52e00db3120647b9f6515cda4c613|506150f98a4f2de3c976587fe2cae807957e1a28b21dea64d371e96ce1593e75|5d26be0f41f22b27e809038a4f53aaa9fddec7ad4f69f9a94832989c3644ae21|7da71247154a23be690ea5945208035b7a1cd443f884ccc2ec77e8f5af2319ad|8c9d49949573370145eaf67f44b9c7fe51141b3fffd289ca3f75b43820cbc97c|8e8cb1f265931b5dbf13446abb6ee07e91698453dbfe4decd6d82976da97af70|9d667b15a52e6411258f3450906b72203462133fd7c32afedb1b0e628f8334cc|b07643c5f200927e34a38d144e956bbb997122c3c0d7fab97b5abf32c4f0272c|d6ac299e5a90e60468d1f9dc5900d754dd17723ab455f83dfd95c1a60ba9677d,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::CoreFactory,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,CoreFactory,,0,0,1,1,,,,497007ac3f4059a4960b62c7edbae3dacef16a68d2ef8c20c4a4bf49e336fede,497007ac3f4059a4960b62c7edbae3dacef16a68d2ef8c20c4a4bf49e336fede,9f361e06b233a62100f1b6735e63a5ccf572a31cab8e0ffca18a44454c506a61,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::CoreAccounting,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,CoreAccounting,,0,0,5,5,,,,88c2eb78a4a2931dfa7f41b159a9c99d20c5aed2e7f64299569725b73321c3f2,88c2eb78a4a2931dfa7f41b159a9c99d20c5aed2e7f64299569725b73321c3f2,34aadc3706ab71e686e93f0974a63b5c6ee675b535ed9263b239564db34d4bc9|5d964b26872ef1f0b3e57da092d3db42737160eb7eb85af2a14d3fff925531fa|8b4da16569d6278bcc36914dfee840b77e45db13bf214929264f561a9764dbda|a9b0e6bd70c2efb23a33925d472f6c172626e48cde3a0116214b82c82ff9b59e|e8b419d6d9e391e1b340cbf4ff090b2bfd4662b878107bac4f61e7d2155a5244,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::CoreModuleInteraction,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,CoreModuleInteraction,,0,0,5,5,,,,5aed12d8566a243639713e7cb97bd27765e5723c885d6ed6e66dd650b8ba58dc,5aed12d8566a243639713e7cb97bd27765e5723c885d6ed6e66dd650b8ba58dc,09d097b913d72001784ab88d7c964d4ef8c2b7e1e35ca65da1725b717e3502fb|0d575ea42687931fb0782030b89027102ede8774a23795250cf4d881e0b0c57d|2f77a754a97b425f26f2e45526834fd76d9592ecc9ef4954435792ac57203d05|7b58e7157236461b09831c7ec3f8b819c8fa4d0689dae67f64efeb97f148ba69|9803ab64018a0478f334dd19923b4f66473cbd6da44a0a5d6b89b4f2571b55e9,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::LinearAuctionPriceCurve,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,LinearAuctionPriceCurve,,0,0,1,1,,,,a9a7d6dbca14a62586389c661baa8174bc7aa10f4dcd979992a1129d73f4ddfd,a9a7d6dbca14a62586389c661baa8174bc7aa10f4dcd979992a1129d73f4ddfd,e956928438dd78610966a97bf70852f13a6f5d12afb62f985d13fbaed70c3c8d,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::ExchangeExecution,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,ExchangeExecution,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a/contracts/core/modules/lib/ExchangeExecution.sol,1,1,2,3,Front-running / Tx Order (SWC-114),front-running,L76,d71d875fc5784d1aeeeb1b77b73ee16ef9291b9049f123e568e3d9096caef867,3cfe2763a44fe4e7fcfc54a4ddf422a05f66889b9e78f6b9f50a7b436055168c,192c294dfe0372d9f6bf8b1d1e6effa3fb0fded1f25923203c1e0f389d41425e|d00a45498a386db4840f3598ededa5a51147b03e4e634e20d15decc99f8f2a6d|ed557961239272e1722ba82c75c41d2771f48585899e34eb64ecdc340f51dc84,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::ETHDaiRebalancingManager,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,ETHDaiRebalancingManager,,0,0,4,4,,,,df33ad8317e96d86aa3c2469a61800e3211ed28522005e9b78146e70e5d6baf3,df33ad8317e96d86aa3c2469a61800e3211ed28522005e9b78146e70e5d6baf3,129b2006026b7b6f75b6c88e4eb5103629a0dac254044a331a33ad0a9fea969f|9b30430baf176e2a408e02ab2abd32898b76e11398c576429df27bf51ecbc5df|a0d8347795e0eea28a63e6a3befe8405640c6fac2587e95964007874bc4402cf|e4c7847150936f296c596ffcd9f503e621ae7a8c705c2a5de073bcba09c855b0,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::BTCDaiRebalancingManager,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,BTCDaiRebalancingManager,,0,0,4,4,,,,205b37c6ba01d5a6ad8d9d454e8fec2a0089e55ef0320f1962ceda02eca03aff,205b37c6ba01d5a6ad8d9d454e8fec2a0089e55ef0320f1962ceda02eca03aff,9ae9b5f5a84c0595bbc0d567fdd5cbcc2601cf904d6c6668cdebec0858fd91c0|cdf341be37c03b3ce6d2d6d31b59cdc9887255e47ec0304aa6b5c6d8ee452b40|ef2eb1663d67e82a5bffab9ba4b7f867471607759eb384a26c1a144cd7efa9d4|f7e9f5010667bdb5333df0d87cf97cb784f34f3e942ea7c820041ca36ecb69be,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::BTCETHRebalancingManager,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,BTCETHRebalancingManager,,0,0,4,4,,,,cfdccf0c46be8b9b22c6cae252de69a1ee7c2a6878f66f5bc807bd4c1ef01a99,cfdccf0c46be8b9b22c6cae252de69a1ee7c2a6878f66f5bc807bd4c1ef01a99,58335248f1253b853cd4c6f4926c225b2ce60b5cbfa469dee8be1a7b00830789|632ac3bf7b2c9a8d730b9bc20805ccf42cbc223bbb0f00889b2b2aef817e60e6|634a78d66c083185fa2b66ee8eaedbf40422c66d38c0b9965aa45a8c3771174a|896a5182fbd7f98ba5e239274a4a50dd146813bfeb60c36176f465ee9d2217e3,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::DSAuth,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,DSAuth,,0,0,1,1,,,,c045e130da4ea37d6c1719545ad81263dc305d2120c3eff002662df8e3d7e6ff,c045e130da4ea37d6c1719545ad81263dc305d2120c3eff002662df8e3d7e6ff,b609ed718a32c19ff2fda2f9922b35761c1e22bc145dd7dca7dcbdef65a5669d,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::DSThing,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,DSThing,,0,0,1,1,,,,c045e130da4ea37d6c1719545ad81263dc305d2120c3eff002662df8e3d7e6ff,c045e130da4ea37d6c1719545ad81263dc305d2120c3eff002662df8e3d7e6ff,b609ed718a32c19ff2fda2f9922b35761c1e22bc145dd7dca7dcbdef65a5669d,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::PriceFeed,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,PriceFeed,,0,0,2,2,,,,fde121bb0f64b59dcfb8de3d37b05493b46ca8d7ac8a02db5da5a0629214800e,fde121bb0f64b59dcfb8de3d37b05493b46ca8d7ac8a02db5da5a0629214800e,b609ed718a32c19ff2fda2f9922b35761c1e22bc145dd7dca7dcbdef65a5669d|ed4ceedc85f842e9dd3abc8edc7d566651c53a5510f2bfc0a3009562b698f3ba,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::Median,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,Median,,0,0,1,1,,,,c045e130da4ea37d6c1719545ad81263dc305d2120c3eff002662df8e3d7e6ff,c045e130da4ea37d6c1719545ad81263dc305d2120c3eff002662df8e3d7e6ff,b609ed718a32c19ff2fda2f9922b35761c1e22bc145dd7dca7dcbdef65a5669d,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a::FeedFactory,DAppSCAN,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a,FeedFactory,,0,0,1,1,,,,cc02fa3cb7495ce3784b38f3174fbe069d0812afbf9d485a89ab31c14fe53ada,cc02fa3cb7495ce3784b38f3174fbe069d0812afbf9d485a89ab31c14fe53ada,573299f539a4a904ca70bcd5b3814c52d9eeb2d201e3cb88f8c945c20f2f99cb,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-setprotocol/set-protocol-contracts-b4acf144c10b1d9f3ecde4ee2820931df1cb8e4a
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::FraxUnifiedFarm_UniV3,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,FraxUnifiedFarm_UniV3,,0,0,14,14,,,,ab158362afbecc82098f840afa32c8ce6964165f411dd68d7052533e33266ffe,ab158362afbecc82098f840afa32c8ce6964165f411dd68d7052533e33266ffe,065dd2bf966eafd731fe823558ae157f5b5b038e929a9aeac50ab5875d105d80|2f8a3518f5ef5c0d92341d87725166abb8cf77604ec21ab4e6e0e19e403625f1|314a50e6b51c65b9bc6d242d8f3d7838972fff421857cb34e81b0b851cd69bde|4ee8009fcae719b7a2d020044d64e204c2e71c2b434e5bebdc24967fbe56a878|50a45b0fdc3202dab4cf8f895ce917098de1618935e5a50b3cb7d132cb351aa5|855b986dd7723ec1f8cac21b687e2a9eab15cc93f4a58bc29bf0a72e5bcace1f|905becc46c4944757fb04ff55300699094ab80337b7bf681000eafc1f8eb1b94|ba789f23ecdcced775478b5e2a5a0b7ed8ebbaa3c32e726898d62f10fff83d41|be8eebb60cc349158521777a364d930f1ab9e7bf467199f8f5cc449dd9ee3328|cdd3637fb39d7adca8d7454ffade35aafaacc58cb04b2bba3007466f99442321|d6b6b23376ff5f8a763929e70388db0c4a4e6afe05275bd42a8752daf67ff123|db69853cf99ef8ed7fd23049aca0245ceb66f0bb847fbc5e1d3866b20174d8f4|f4e5f35b0aebff4fb5e337af01f8af5be6219edd96a11bcc6183d70dbae5f3e6|fbeca9952dfbdedaadba4ae53deb4bf27f51c1674023e5ac971ac3b6bfb2a39e,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::BoosterPlaceholder,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,BoosterPlaceholder,,0,0,4,4,,,,b23d3ee40a8d0975de0e0f7d85fd8801de968b23ae4d629dffe2ff9b7f310b7b,b23d3ee40a8d0975de0e0f7d85fd8801de968b23ae4d629dffe2ff9b7f310b7b,06e1b44afcaad9836ef8399b10e5ec5c2aa34eb94b8f4f07aa7dc8bd48a84c4f|23d41adf8e3a8324ddfe82bf571328493a2c30166196b4a97fb76851d9a82715|4c846512b250b0bdecfb65cc546dc99a9f0341ae75c77cff6ab2d449cddc41e9|61f185411827707aebc9f4e55c06cc3c6d43a917df68ebf85dc91acef9f76a30,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::FraxUnifiedFarmTemplate,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,FraxUnifiedFarmTemplate,,0,0,7,7,,,,5f85e55f807429f588b9a41fd18d4c52abe9e02ceee61fed72a0cccd7e9f48b3,5f85e55f807429f588b9a41fd18d4c52abe9e02ceee61fed72a0cccd7e9f48b3,065dd2bf966eafd731fe823558ae157f5b5b038e929a9aeac50ab5875d105d80|314a50e6b51c65b9bc6d242d8f3d7838972fff421857cb34e81b0b851cd69bde|905becc46c4944757fb04ff55300699094ab80337b7bf681000eafc1f8eb1b94|ba789f23ecdcced775478b5e2a5a0b7ed8ebbaa3c32e726898d62f10fff83d41|cdd3637fb39d7adca8d7454ffade35aafaacc58cb04b2bba3007466f99442321|db69853cf99ef8ed7fd23049aca0245ceb66f0bb847fbc5e1d3866b20174d8f4|f4e5f35b0aebff4fb5e337af01f8af5be6219edd96a11bcc6183d70dbae5f3e6,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::FraxUnifiedFarm_ERC20,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,FraxUnifiedFarm_ERC20,,0,0,11,11,,,,801651fc8fc9ae5bc91c9addff7527b178a8429a424c3afdabbcb4f2ab474505,801651fc8fc9ae5bc91c9addff7527b178a8429a424c3afdabbcb4f2ab474505,065dd2bf966eafd731fe823558ae157f5b5b038e929a9aeac50ab5875d105d80|14fbca9e92533b9f264598c98f48f74dccd63029020ed8b92914fa583bb6910f|314a50e6b51c65b9bc6d242d8f3d7838972fff421857cb34e81b0b851cd69bde|7d9a3629354eb7747c363620f9317e34751bc684bc194ddbd08b074450d286a5|905becc46c4944757fb04ff55300699094ab80337b7bf681000eafc1f8eb1b94|ba789f23ecdcced775478b5e2a5a0b7ed8ebbaa3c32e726898d62f10fff83d41|cdd3637fb39d7adca8d7454ffade35aafaacc58cb04b2bba3007466f99442321|db69853cf99ef8ed7fd23049aca0245ceb66f0bb847fbc5e1d3866b20174d8f4|dc385e57e41ab0adbc97d9c533393f44a994d47b945a46f291f60452c826b515|dfeb001d787608a6dbfe7219a81c579d1bd1474f6c50adb5308185481f6862a7|f4e5f35b0aebff4fb5e337af01f8af5be6219edd96a11bcc6183d70dbae5f3e6,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::FraxUnifiedFarm_ERC20_Vesper_Orbit_FRAX,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,FraxUnifiedFarm_ERC20_Vesper_Orbit_FRAX,,0,0,11,11,,,,801651fc8fc9ae5bc91c9addff7527b178a8429a424c3afdabbcb4f2ab474505,801651fc8fc9ae5bc91c9addff7527b178a8429a424c3afdabbcb4f2ab474505,065dd2bf966eafd731fe823558ae157f5b5b038e929a9aeac50ab5875d105d80|14fbca9e92533b9f264598c98f48f74dccd63029020ed8b92914fa583bb6910f|314a50e6b51c65b9bc6d242d8f3d7838972fff421857cb34e81b0b851cd69bde|7d9a3629354eb7747c363620f9317e34751bc684bc194ddbd08b074450d286a5|905becc46c4944757fb04ff55300699094ab80337b7bf681000eafc1f8eb1b94|ba789f23ecdcced775478b5e2a5a0b7ed8ebbaa3c32e726898d62f10fff83d41|cdd3637fb39d7adca8d7454ffade35aafaacc58cb04b2bba3007466f99442321|db69853cf99ef8ed7fd23049aca0245ceb66f0bb847fbc5e1d3866b20174d8f4|dc385e57e41ab0adbc97d9c533393f44a994d47b945a46f291f60452c826b515|dfeb001d787608a6dbfe7219a81c579d1bd1474f6c50adb5308185481f6862a7|f4e5f35b0aebff4fb5e337af01f8af5be6219edd96a11bcc6183d70dbae5f3e6,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::PoolUtilities,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,PoolUtilities,,0,0,1,1,,,,9fb6a7241fd07c246597d5bb0a0101a249543a5dc3a3b8f5712537a8fcb86bda,9fb6a7241fd07c246597d5bb0a0101a249543a5dc3a3b8f5712537a8fcb86bda,0ea6e122a5cc1499e2e9aa1632db1bc43e469f9fdacfc4ada577de605c5e1aaa,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::StakingProxyUniV3,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,StakingProxyUniV3,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b/contracts/contracts/StakingProxyUniV3.sol,1,1,9,10,Reentrancy (SWC-107),reentrancy,L94-L113,597504b139e6023e66e4754570529614fbae83e6def730add9597da4f11477cb,62bc2bafa4b502e2c614d72053e875194559dd41aad20aa94a2d50ec7c7ce02b,22de5bbea92aca5edea9c8a8b89474954c66b81e98ab1eabd9df66e601d055c7|3ba57f0f10b488a4dd7c5bd85ec84584a75f93513bac2522fd10e17aeffb3b07|3f9efd31cf6d542486a892f408ac0d56431a37c935208b65a6d89a00d414ea5b|8f2bd0c12bb80c18227c890f0c3277794166d5175efd90acd2c3da01df770e0e|a5f10ed739b12cfa169d41e0209c8294dc982fdbcf95f8534a766709c42f4ad6|aeb80fbe46f370333d546b8b960899889caf19bfca7f1668893ca5a3f280c74b|c6c1138319e08968d91e8cdd6706016a16d2ee204a025e3783b1e04d66e45fd9|cd0d5ffae30a9669b0971b301be69cfa64449bd0e1ec45b94f2ef8d519ada2b7|e8c00cc1d93d3929d40957f76ef8913bd0e0c72181729980a5a922ddf6a739b8|f4d1892dce43a9acca36a7b6df09f929e91804c882f2c6a677b42c1edbbb3a69,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::PoolRegistry,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,PoolRegistry,,0,0,2,2,,,,f1abd977c231d1e18c7770388f740469d48fb4ff76ac99d011562e5c291a64e7,f1abd977c231d1e18c7770388f740469d48fb4ff76ac99d011562e5c291a64e7,3b92428ae94b5e0786e48bd4bd61f31b265e5f7c467fa62a75cd896b2ccd0e4f|fbac62decb2cb6eabed10740a300d01135a326203c14854ef797c1978acfbb5d,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::FxsDepositor,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,FxsDepositor,,0,0,5,5,,,,130e2fa265e4730c711a60dd3c24ea81cc3f0edbbd77ed5a5a66ce0dccccb846,130e2fa265e4730c711a60dd3c24ea81cc3f0edbbd77ed5a5a66ce0dccccb846,2a4c35b5f4e0ecfc83d7f8aa007abf6b203ba05e7aa0b519fa26fb82cb6c2482|489a195024b0af4956db3a0eefe3dc72c89124a446fc4c0166322e73fcefd5b8|5f4624c819406a30f78f7fdd12ae9717a66424a054d0680c451f88d66e347d2a|bf80b8670ccd401ec87a9555557f1250b18be2202d6329cda4d2cbfa403f72c4|dd138a87a5484b286454499d5f5fa30b35cecebcd2f4a003a2d3d89820f80274,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b
train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::Booster,DAppSCAN,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,Booster,,0,0,13,13,,,,f9e6148a4ec5e795253c0f0a52b260c988b66aa9d7733270573919eaf2b73060,f9e6148a4ec5e795253c0f0a52b260c988b66aa9d7733270573919eaf2b73060,06e1b44afcaad9836ef8399b10e5ec5c2aa34eb94b8f4f07aa7dc8bd48a84c4f|17e59590eadfa006a6009bca56b965454c0a95b4245c494c8846be265238390c|1b1be27cd9fa4c71025725680981c8c55051c6e38617f8bfda3ffa97a3d8c112|1c67596fff8d5241706483c974b7b885453a32edadf163a3aa3520c1687b7256|23d41adf8e3a8324ddfe82bf571328493a2c30166196b4a97fb76851d9a82715|4c846512b250b0bdecfb65cc546dc99a9f0341ae75c77cff6ab2d449cddc41e9|61936c779ce6274ba7c60a9e1f490d671a61881b2435876ef34621448099e88f|61f185411827707aebc9f4e55c06cc3c6d43a917df68ebf85dc91acef9f76a30|77072c7301631c4af48eb113f02964dbd35ce6966a9bdf5acd9bf41d4d72a1b6|a78dd883f7926ee7393176b463dc0196ac4c3f1e9289191e879d5fc1275c7bfb|c1c9ed5184229de97ceabb3db199974ccccdc8eb1e9bb309362b8299487921c4|c7c718603aba3b08c6bb2899924654ed4a6809c2720c5620d16d1aec4a346f0f|e6142bb5f23bfa296956892057b6ede639f86cd9f676555fe556b000874cb7fe,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b
