raw_id,dataset,project,file_path,contract,function,line_span,finding_id,title,severity,vulnerability_type,scope,source_available,vtype_recoverable,location_available,evidence_pointer,normalized_source_hash,normalized_contract_hash,converted_to_hyperedge,included_in_graph,graph_id,graph_split,dropped_reason
DAPP::DAppSCAN-source/contracts/consensys-OmiseGo_MoreVP/plasma-contracts-e13aaf759c979cf6516c1d8de865c9e324bc2db6/plasma_framework/contracts/src/framework/PlasmaFramework.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-OmiseGo_MoreVP/plasma-contracts-e13aaf759c979cf6516c1d8de865c9e324bc2db6,DAppSCAN-source/contracts/consensys-OmiseGo_MoreVP/plasma-contracts-e13aaf759c979cf6516c1d8de865c9e324bc2db6/plasma_framework/contracts/src/framework/PlasmaFramework.sol,,,L7,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,False,DAppSCAN-source/contracts/consensys-OmiseGo_MoreVP/plasma-contracts-e13aaf759c979cf6516c1d8de865c9e324bc2db6/plasma_framework/contracts/src/framework/PlasmaFramework.sol:7-7,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-OmiseGo_MoreVP/plasma-contracts-e13aaf759c979cf6516c1d8de865c9e324bc2db6/plasma_framework/contracts/src/framework/PlasmaFramework.sol::1,DAppSCAN,DAppSCAN-source/contracts/consensys-OmiseGo_MoreVP/plasma-contracts-e13aaf759c979cf6516c1d8de865c9e324bc2db6,DAppSCAN-source/contracts/consensys-OmiseGo_MoreVP/plasma-contracts-e13aaf759c979cf6516c1d8de865c9e324bc2db6/plasma_framework/contracts/src/framework/PlasmaFramework.sol,,,L10,1,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,False,DAppSCAN-source/contracts/consensys-OmiseGo_MoreVP/plasma-contracts-e13aaf759c979cf6516c1d8de865c9e324bc2db6/plasma_framework/contracts/src/framework/PlasmaFramework.sol:10-10,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Paxos/simple-multisig-master/contracts/SimpleMultiSig.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Paxos/simple-multisig-master,DAppSCAN-source/contracts/consensys-Paxos/simple-multisig-master/contracts/SimpleMultiSig.sol,,,L2,0,SWC-102-Outdated Compiler Version,,SWC-102-Outdated Compiler Version,other,True,True,False,DAppSCAN-source/contracts/consensys-Paxos/simple-multisig-master/contracts/SimpleMultiSig.sol:2-2,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-PoolTogether/pool-contracts-956b9e9dfd41dacd4040c08b5061354cc11897fc/contracts/token-faucet/TokenFaucet.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-PoolTogether/pool-contracts-956b9e9dfd41dacd4040c08b5061354cc11897fc,DAppSCAN-source/contracts/consensys-PoolTogether/pool-contracts-956b9e9dfd41dacd4040c08b5061354cc11897fc/contracts/token-faucet/TokenFaucet.sol,,initialize ,L81,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/consensys-PoolTogether/pool-contracts-956b9e9dfd41dacd4040c08b5061354cc11897fc/contracts/token-faucet/TokenFaucet.sol:81-81,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-PoolTogether/pool-contracts-956b9e9dfd41dacd4040c08b5061354cc11897fc/contracts/token-faucet/TokenFaucet.sol::1,DAppSCAN,DAppSCAN-source/contracts/consensys-PoolTogether/pool-contracts-956b9e9dfd41dacd4040c08b5061354cc11897fc,DAppSCAN-source/contracts/consensys-PoolTogether/pool-contracts-956b9e9dfd41dacd4040c08b5061354cc11897fc/contracts/token-faucet/TokenFaucet.sol,TokenFaucet,drip,L127,1,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/consensys-PoolTogether/pool-contracts-956b9e9dfd41dacd4040c08b5061354cc11897fc/contracts/token-faucet/TokenFaucet.sol:127-127,,c08526eb7aeb25de8d5f84adffc0668b07fad1eb462b4965a4066022276b2259,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_LootBox_and_MultipleWinners_Strategy/loot-box-2cbea5a85d53c555e28791df5b264d7b32779eea/contracts/LootBox.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-PoolTogether_LootBox_and_MultipleWinners_Strategy/loot-box-2cbea5a85d53c555e28791df5b264d7b32779eea,DAppSCAN-source/contracts/consensys-PoolTogether_LootBox_and_MultipleWinners_Strategy/loot-box-2cbea5a85d53c555e28791df5b264d7b32779eea/contracts/LootBox.sol,LootBox,transferEther,L64-L68,0,SWC-100-Function Default Visibility,,SWC-100-Function Default Visibility,other,True,True,True,DAppSCAN-source/contracts/consensys-PoolTogether_LootBox_and_MultipleWinners_Strategy/loot-box-2cbea5a85d53c555e28791df5b264d7b32779eea/contracts/LootBox.sol:64-68,,e594aa2bc0405391a596c6d04ca33bb6a17d62e3d8670754cde67615cf22c4f6,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57/contracts/Pod.sol::1,DAppSCAN,DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57,DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57/contracts/Pod.sol,Pod,depositTo,L279,1,SWC-104-Unchecked Call Return Value,,Unchecked Call Return (SWC-104),unchecked low-level call,True,True,True,DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57/contracts/Pod.sol:279-279,,93c6e517f6023a438addb43c118c8c731abb57f30d51ec8d6473a4d39a32e987,False,False,,,not_constructable_as_state_plus_external_call_hyperedge
DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57/contracts/TokenDrop.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57,DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57/contracts/TokenDrop.sol,TokenDrop,initialize,L82-88,0,SWC-105-Unprotected Ether Withdrawal,,SWC-105-Unprotected Ether Withdrawal,other,True,True,True,DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57/contracts/TokenDrop.sol:82-82,,463eaf86388b565ce3b8847c8064a725356abb5f0b4115f230eb52a76d896045,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/dao/node/RocketDAONodeTrusted.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/dao/node/RocketDAONodeTrusted.sol,,MemberJoined,L21-22,0,SWC-131-Presence of unused variables,,SWC-131-Presence of unused variables,other,True,True,True,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/dao/node/RocketDAONodeTrusted.sol:21-21,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/deposit/RocketDepositPool.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/deposit/RocketDepositPool.sol,RocketDepositPool,assignDeposits,L116-129,0,SWC-128-DoS With Block Gas Limit,,SWC-128-DoS With Block Gas Limit,other,True,True,True,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/deposit/RocketDepositPool.sol:116-116,,e606a7317c96e0a2c644ed86d2292c2c3d794594f324bbc2af37f19a27fa669a,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/node/RocketNodeStaking.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/node/RocketNodeStaking.sol,,,L150,0,SWC-104-Unchecked Call Return Value,,Unchecked Call Return (SWC-104),unchecked low-level call,True,True,False,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/node/RocketNodeStaking.sol:150-150,,,False,False,,,missing_or_NA_function_location
DAPP::DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/node/RocketNodeStaking.sol::1,DAppSCAN,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/node/RocketNodeStaking.sol,RocketNodeStaking,withdrawRPL,L166,1,SWC-114-Transaction Order Dependence,,Front-running / Tx Order (SWC-114),front-running,True,True,True,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/node/RocketNodeStaking.sol:166-166,,9875b9c4598bb6eb1abb756113d490c8396b41d8293568922cbd7a771d650e71,False,False,,,not_constructable_as_state_plus_external_call_hyperedge
DAPP::DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/token/RocketTokenRETH.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/token/RocketTokenRETH.sol,RocketTokenRETH,burn,L107-124,0,SWC-114-Transaction Order Dependence,,Front-running / Tx Order (SWC-114),front-running,True,True,True,DAppSCAN-source/contracts/consensys-Rocketpool/rocketpool-2.5-Tokenomics-updates/contracts/contract/token/RocketTokenRETH.sol:107-107,,f76cd183d784bbc426801d15ce2b04a4d40fbf4a3f17cb4c03cbb33fdf4dde10,False,False,,,not_constructable_as_state_plus_external_call_hyperedge
DAPP::DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4/contracts/BountyV2.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4,DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4/contracts/BountyV2.sol,BountyV2,estimateBounty,L142-159,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4/contracts/BountyV2.sol:142-142,,5a71afd745fe31256a58c3c7eb05c53d73f4c65545fdc9c42d8ca245b131ef09,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4/contracts/Nodes.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4,DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4/contracts/Nodes.sol,Nodes,_setNodeLeft,L800,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4/contracts/Nodes.sol:800-800,,1fe67a6299293ec8c963e5fc6b68794d39ba7acff75ac868357b4173db143752,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4/contracts/SchainsInternal.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4,DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4/contracts/SchainsInternal.sol,,,L532,0,SWC-128-DoS With Block Gas Limit,,SWC-128-DoS With Block Gas Limit,other,True,True,False,DAppSCAN-source/contracts/consensys-Skale_Network/skale-manager-cf4a07a5198b387fd128e1863a26bbfc789856c4/contracts/SchainsInternal.sol:532-532,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/ERC777/LockableERC777.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/ERC777/LockableERC777.sol,LockableERC777,_burn,L399-422,0,SWC-107-Reentrancy,,Reentrancy (SWC-107),reentrancy,True,True,True,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/ERC777/LockableERC777.sol:399-399,,85578adc0e1af91236e0973b9a579bbf2e4651f6e97e14d2ebac2208239ec4bb,False,False,,,not_constructable_as_state_plus_external_call_hyperedge
DAPP::DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationRequestManager.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationRequestManager.sol,,,L74-76,0,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,False,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationRequestManager.sol:74-74,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationService.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationService.sol,DelegationService,getAllDelegationRequests,L152-158,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationService.sol:152-152,,fdb3d8657e71ead9c73b2bc290b73525a354c9a555c5a92c787806bbe75020d0,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationService.sol::1,DAppSCAN,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationService.sol,,,L310-316,1,SWC-128-DoS With Block Gas Limit,,SWC-128-DoS With Block Gas Limit,other,True,True,False,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/DelegationService.sol:310-310,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/SkaleBalances.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/SkaleBalances.sol,SkaleBalances,tokensReceived,L55-68,0,SWC-107-Reentrancy,,Reentrancy (SWC-107),reentrancy,True,True,True,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/SkaleBalances.sol:55-55,,98ba3b23d39db2190517cdb8e3d92f7e0f3ca21b230439a989c5813ced46b4eb,False,False,,,not_constructable_as_state_plus_external_call_hyperedge
DAPP::DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/TokenState.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/TokenState.sol,,,L65,0,SWC-128-DoS With Block Gas Limit,,SWC-128-DoS With Block Gas Limit,other,True,True,False,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/TokenState.sol:65-65,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/TokenState.sol::1,DAppSCAN,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/TokenState.sol,TokenState,endingDelegatedToUnlocked,L259-265,1,SWC-105-Unprotected Ether Withdrawal,,SWC-105-Unprotected Ether Withdrawal,other,True,True,True,DAppSCAN-source/contracts/consensys-Skale_Token/skale-manager-50c8f4e037f6bf578d62bd752516b17237b55811/contracts/delegation/TokenState.sol:259-259,,863bcc6591d309a24297cdc406ec42c876a7b87591c9b82d8345403af1cbd649,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Slockit_Incubed3/in3-contracts-e25c758a115aef0c0640bc446027259aa7cb1a52/contracts/NodeRegistry.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-Slockit_Incubed3/in3-contracts-e25c758a115aef0c0640bc446027259aa7cb1a52,DAppSCAN-source/contracts/consensys-Slockit_Incubed3/in3-contracts-e25c758a115aef0c0640bc446027259aa7cb1a52/contracts/NodeRegistry.sol,,onlyActiveState,L125-133,0,SWC-135-Code With No Effects,,SWC-135-Code With No Effects,other,True,True,True,DAppSCAN-source/contracts/consensys-Slockit_Incubed3/in3-contracts-e25c758a115aef0c0640bc446027259aa7cb1a52/contracts/NodeRegistry.sol:125-125,,,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-Slockit_Incubed3/in3-contracts-e25c758a115aef0c0640bc446027259aa7cb1a52/contracts/NodeRegistry.sol::1,DAppSCAN,DAppSCAN-source/contracts/consensys-Slockit_Incubed3/in3-contracts-e25c758a115aef0c0640bc446027259aa7cb1a52,DAppSCAN-source/contracts/consensys-Slockit_Incubed3/in3-contracts-e25c758a115aef0c0640bc446027259aa7cb1a52/contracts/NodeRegistry.sol,NodeRegistry,convict,L152-159,1,SWC-114-Transaction Order Dependence,,Front-running / Tx Order (SWC-114),front-running,True,True,True,DAppSCAN-source/contracts/consensys-Slockit_Incubed3/in3-contracts-e25c758a115aef0c0640bc446027259aa7cb1a52/contracts/NodeRegistry.sol:152-152,,7a507ea5b723156ffc0e592a8ed5462c8d07fccc27e7252b32484bade7f80ae9,False,False,,,not_constructable_as_state_plus_external_call_hyperedge
DAPP::DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/PLCRVoting.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/PLCRVoting.sol,PLCRVoting,withdrawVotingRights,L87,0,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,True,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/PLCRVoting.sol:87-87,,333e4e8aa327d61bc4f26f6d0090e2efeb59326a306c88192735e2921c8f8866,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/PLCRVoting.sol::1,DAppSCAN,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/PLCRVoting.sol,PLCRVoting,startPoll,L211,1,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,True,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/PLCRVoting.sol:211-211,,333e4e8aa327d61bc4f26f6d0090e2efeb59326a306c88192735e2921c8f8866,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/PLCRVoting.sol::2,DAppSCAN,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/PLCRVoting.sol,PLCRVoting,hasBeenRevealed,L294 - L298,2,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,True,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/PLCRVoting.sol:294-298,,333e4e8aa327d61bc4f26f6d0090e2efeb59326a306c88192735e2921c8f8866,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Parameterizer.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Parameterizer.sol,Parameterizer,proposeReparameterization,L130,0,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,True,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Parameterizer.sol:130-130,,138ec5df7ea84f028ad9205cf33dc0dbbc74b46526eb4b6e49a0e88c1c115609,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Parameterizer.sol::1,DAppSCAN,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Parameterizer.sol,Parameterizer,proposeReparameterization,L135,1,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,True,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Parameterizer.sol:135-135,,138ec5df7ea84f028ad9205cf33dc0dbbc74b46526eb4b6e49a0e88c1c115609,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Parameterizer.sol::2,DAppSCAN,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Parameterizer.sol,Parameterizer,challengeReparameterization,L165,2,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,True,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Parameterizer.sol:165-165,,138ec5df7ea84f028ad9205cf33dc0dbbc74b46526eb4b6e49a0e88c1c115609,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Registry.sol::0,DAppSCAN,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Registry.sol,Registry,apply,L98,0,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,True,DAppSCAN-source/contracts/consensys-TCR/tcr-b206561249ed1779f10aa4ba390ffee676148134/contracts/Registry.sol:98-98,,16d49d9d18caa86f2b8e66827aa8e89255c86795f927ac943518bdca3d913e3d,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58/contracts/Moloch.sol::1,DAppSCAN,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58/contracts/Moloch.sol,Moloch,processProposal,L408-413,1,SWC-105-Unprotected Ether Withdrawal,,SWC-105-Unprotected Ether Withdrawal,other,True,True,True,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58/contracts/Moloch.sol:408-408,,e80bbffecccf510e48c2dfa16819b96306fcd558543ddc3e36305540ac676992,False,False,,,outside_priority_interaction_scope
DAPP::DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58/contracts/Moloch.sol::2,DAppSCAN,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58/contracts/Moloch.sol,Moloch,max,L638-640,2,SWC-101-Integer Overflow and Underflow,,SWC-101-Integer Overflow and Underflow,other,True,True,True,DAppSCAN-source/contracts/consensys-The_LAO/moloch-4bc443f4dad60279b47978fc6987bb978d3dfc58/contracts/Moloch.sol:638-638,,e80bbffecccf510e48c2dfa16819b96306fcd558543ddc3e36305540ac676992,False,False,,,outside_priority_interaction_scope
